,#AUTHID,STATUS,sentiNEG,sentiPOS,sentiNEU,sentiCOMPOUND,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY
969,e6cdef6f475cce3023c5b715f8c9f110,"""Please tell me you don't actually own a cloak"", ""I Own SEVERAL!""",0.0,0.206,0.794,0.3802,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,11/29/09 07:48 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
970,e6cdef6f475cce3023c5b715f8c9f110,Satan's Furry JamHats,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,10/30/09 10:23 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
971,e6cdef6f475cce3023c5b715f8c9f110,is a Pastry Whore.,0.683,0.0,0.317,-0.6486,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,11/01/09 12:31 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
972,e6cdef6f475cce3023c5b715f8c9f110,"""Hakuna Matata"" is Swahili!",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/09/09 06:04 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
973,e6cdef6f475cce3023c5b715f8c9f110,There's no Pirate Translation for the Dislike Button!!!,0.486,0.0,0.514,-0.6884,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/11/09 11:18 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
974,e6cdef6f475cce3023c5b715f8c9f110,Free Bar on Thursday!!!,0.0,0.582,0.418,0.6341,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/08/09 11:43 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
975,e6cdef6f475cce3023c5b715f8c9f110,Yesterday I discovered that it's almost impossible to tell the difference between a very heavy Scouse accent...        ...and French,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/11/09 08:21 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
976,e6cdef6f475cce3023c5b715f8c9f110,http:////www.theonion.com//content//node//67259,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,11/09/09 10:22 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
977,e6cdef6f475cce3023c5b715f8c9f110,PURPLE PENGUIN!!!   ...of death.,0.614,0.0,0.386,-0.6981,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/04/09 08:17 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
978,e6cdef6f475cce3023c5b715f8c9f110,FUCK YEAH! *PROPNAME* 'Ass-raped by *PROPNAME*.,0.395,0.256,0.349,-0.3802,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/20/09 06:54 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
979,e6cdef6f475cce3023c5b715f8c9f110,is fucking Ill.,0.607,0.0,0.393,-0.4754,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,11/16/09 01:09 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
980,e6cdef6f475cce3023c5b715f8c9f110,has got a Fever. Anyone know the one and only prescption? lol,0.0,0.219,0.781,0.4215,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,11/12/09 07:11 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
981,e6cdef6f475cce3023c5b715f8c9f110,House to myself... Time for booze...,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/14/09 07:47 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
982,e6cdef6f475cce3023c5b715f8c9f110,has a MOTHERFUCKING BLACKLIGHT!!!,0.73,0.0,0.27,-0.7513,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/17/09 09:57 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
983,e6cdef6f475cce3023c5b715f8c9f110,& *PROPNAME* *PROPNAME* *PROPNAME* dance on Donkey Sancturies.,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,11/26/09 04:15 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
984,e6cdef6f475cce3023c5b715f8c9f110,XD Black Hair!!!,0.0,0.73,0.27,0.7513,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,06/15/09 09:25 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
985,e6cdef6f475cce3023c5b715f8c9f110,has Just lost the Game.,0.365,0.0,0.635,-0.3182,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/07/09 05:29 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
986,e6cdef6f475cce3023c5b715f8c9f110,Penguins don't have pockets.,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/21/09 08:17 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
987,e6cdef6f475cce3023c5b715f8c9f110,"""Oh hi; I'm here from the Internet."", ""What are you doing!?"", ""Gluing Captions to your cats.""",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/18/09 01:49 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
988,e6cdef6f475cce3023c5b715f8c9f110,Royal Instiution Christmas Lecture. Trees Are EVIL!,0.475,0.0,0.525,-0.7525,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/21/09 07:07 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
989,e6cdef6f475cce3023c5b715f8c9f110,3!!!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/24/09 11:57 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
990,e6cdef6f475cce3023c5b715f8c9f110,MOTHERFUCKING CHRISTMAS!,0.804,0.0,0.196,-0.6239,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/25/09 12:01 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
991,e6cdef6f475cce3023c5b715f8c9f110,"""I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it.""",0.188,0.232,0.58,0.1536,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/05/09 03:17 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
992,e6cdef6f475cce3023c5b715f8c9f110,There's a flying hooker watching you hug! Go away hooker...,0.0,0.298,0.702,0.5255,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/25/09 12:13 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
993,e6cdef6f475cce3023c5b715f8c9f110,has now gone BLONDE!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,07/20/09 08:37 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
994,e6cdef6f475cce3023c5b715f8c9f110,still Covered in Beeeees!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/24/09 09:21 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
995,e6cdef6f475cce3023c5b715f8c9f110,"Sic vis pacem, para bellum.",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/28/09 02:09 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
996,e6cdef6f475cce3023c5b715f8c9f110,SOOTY PUPPET!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/25/09 05:09 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
997,e6cdef6f475cce3023c5b715f8c9f110,has just watched *PROPNAME* saw *PROPNAME* in half.,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/21/09 01:03 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
998,e6cdef6f475cce3023c5b715f8c9f110,"I generally dislike *PROPNAME*. I do not find his form of ""Comedy"" Amusing.",0.183,0.183,0.634,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/26/09 12:30 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
999,e6cdef6f475cce3023c5b715f8c9f110,All MY amplifiers go to 12!!!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/02/09 07:30 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1000,e6cdef6f475cce3023c5b715f8c9f110,*PROPNAME* ,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/13/09 09:55 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1001,e6cdef6f475cce3023c5b715f8c9f110,It's not premarital sex if no-one will marry you...,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/09/09 08:24 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1002,e6cdef6f475cce3023c5b715f8c9f110,Mmm... Damn new fucking children only watching blonde people fuck.,0.437,0.0,0.563,-0.7351,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/03/09 03:27 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1003,e6cdef6f475cce3023c5b715f8c9f110,FUck.... Laptop sleeps retaredely slop whjen i'm wasted.,0.314,0.0,0.686,-0.4939,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/10/09 10:45 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1004,e6cdef6f475cce3023c5b715f8c9f110,Leprechaun Pikachu!!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/11/09 10:57 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1005,e6cdef6f475cce3023c5b715f8c9f110,OMFG *PROPNAME* is in Elf...,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/13/09 08:17 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1006,e6cdef6f475cce3023c5b715f8c9f110,"Sand is overrated. It's just tiny, little rocks....",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/16/09 06:43 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1007,e6cdef6f475cce3023c5b715f8c9f110,Whooop! Runshaw's Off. To the Sledging...,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/06/10 08:10 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1008,e6cdef6f475cce3023c5b715f8c9f110,"Those who died are justified, for wearing the badge, they're the chosen whites. You justify those that died by wearing the badge, they're the chosen whites",0.219,0.082,0.699,-0.6705,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/18/09 03:54 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1009,e6cdef6f475cce3023c5b715f8c9f110,Way runshaw out tomorrow as well.,0.0,0.296,0.704,0.2732,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/06/10 06:40 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1010,e6cdef6f475cce3023c5b715f8c9f110,"Fuck you Runshaw, I want to sleep tomorrow.",0.357,0.133,0.51,-0.4939,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/06/10 07:03 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1011,e6cdef6f475cce3023c5b715f8c9f110,and *PROPNAME*. Leaders of an Awesome (yet possibly painful) New World Order.,0.0,0.272,0.728,0.6249,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/08/10 11:32 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1012,e6cdef6f475cce3023c5b715f8c9f110,"""I'm Covered in Bees!""",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/24/09 06:18 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1013,e6cdef6f475cce3023c5b715f8c9f110,I want to reconcile the violence in your heart. I want to recognize your beauty is not just a mask. I want to exorcise the demons from your past. I want to satisfy the undisclosed desires in your heart. ?,0.095,0.278,0.626,0.5994,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/12/10 08:12 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1014,e6cdef6f475cce3023c5b715f8c9f110,I was right. Glee has ruined Don't Stop Believin'.,0.218,0.429,0.352,0.4567,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/11/10 11:27 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1015,e6cdef6f475cce3023c5b715f8c9f110,"I dream of a better tomorrow, where chickens can cross the road and not be questioned about their motives.",0.0,0.307,0.693,0.6365,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,09/06/09 05:31 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1016,e6cdef6f475cce3023c5b715f8c9f110,"What? ? The Carthaginians are attacking? God, I knew they'd do that. What? ? They are attacking over the Alps? Damn, I knew they'd do that. What? ? They're coming on elephants? ? Where'd they get the elephants? There aren't any elephants in Europe.",0.211,0.046,0.743,-0.8205,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,12/24/09 06:14 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1017,e6cdef6f475cce3023c5b715f8c9f110,"is so Fucking Rock, so Goddamn Rock, so Motherfucking Rock!",0.521,0.0,0.479,-0.866,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/13/10 07:13 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1018,e6cdef6f475cce3023c5b715f8c9f110,I Fucking Hate *PROPNAME*...,0.666,0.0,0.334,-0.6115,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/03/09 01:00 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1019,e6cdef6f475cce3023c5b715f8c9f110,Where's my Fucking Submarine?!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/11/10 08:08 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1020,e6cdef6f475cce3023c5b715f8c9f110,"If you stick with a Rubik's Cube long enough, all the sides end up Red.",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/12/10 06:30 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1021,e6cdef6f475cce3023c5b715f8c9f110,"If an infinite number of rednecks riding in an infinite number of pickup trucks fire an infinite number of shotgun rounds at an infinite number of highway signs, they will eventually produce all the world's great literary works in Braille",0.053,0.204,0.744,0.5994,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/17/10 06:03 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1022,e6cdef6f475cce3023c5b715f8c9f110,*PROPNAME* skips like a Gay Raptor.,0.0,0.385,0.615,0.3612,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/17/10 07:26 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1023,e6cdef6f475cce3023c5b715f8c9f110,I feel I must concede Defeat on this matter. *PROPNAME* is definately not Short.     (HONEST!),0.214,0.071,0.715,-0.4926,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/09/10 12:44 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1024,e6cdef6f475cce3023c5b715f8c9f110,"Some people are like Slinkies. They don't really have a purpose, but they still bring a smile to your face when you push them down the stairs.",0.0,0.179,0.821,0.6124,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,09/11/09 07:40 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1025,e6cdef6f475cce3023c5b715f8c9f110,has just now watched the first ever Tom & Jerry cartoon. From before they were actually called Tom and Jerry. How very awesome was *PROPNAME*.,0.0,0.16,0.84,0.659,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/09/10 08:31 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1026,e6cdef6f475cce3023c5b715f8c9f110,"My husband's Dead, My Son's a leper. Watch me Tapdance!",0.365,0.0,0.635,-0.68,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,08/25/09 09:12 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1027,e6cdef6f475cce3023c5b715f8c9f110,"XD. Penguin is one of few English words with Welsh Origins, It means White Head.",0.0,0.245,0.755,0.6739,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/17/10 12:21 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1028,e6cdef6f475cce3023c5b715f8c9f110,I quite like my name at the Moment.,0.0,0.318,0.682,0.4201,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/16/10 06:07 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1029,e6cdef6f475cce3023c5b715f8c9f110,Ambition is a poor excuse for not having enough sense to be lazy.,0.352,0.082,0.566,-0.6486,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/16/10 11:39 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1030,e6cdef6f475cce3023c5b715f8c9f110,The Silent killers are... Rocket Dinosaurs... In Space.,0.381,0.0,0.619,-0.6486,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,09/19/09 06:19 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1031,e6cdef6f475cce3023c5b715f8c9f110,"You Are What You Eat: ""I Prefer Cheese & Crackers!""",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/19/10 10:34 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1032,e6cdef6f475cce3023c5b715f8c9f110,Absolut Zero: The Freezing Temperature of Vodka.,0.189,0.0,0.811,-0.1027,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/05/10 10:44 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1033,e6cdef6f475cce3023c5b715f8c9f110,?What? Beavers are real? I thought they were mythical creatures!?,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/18/10 08:32 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1034,e6cdef6f475cce3023c5b715f8c9f110,has just watched The Shawshank Redemption and is about to watch Pulp  Fiction. Excellent Night.,0.0,0.209,0.791,0.5719,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/23/10 11:53 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1035,e6cdef6f475cce3023c5b715f8c9f110,My Haves teh Vimtoooo!!!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/07/10 07:16 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1036,e6cdef6f475cce3023c5b715f8c9f110,"*PROPNAME* is Psychic, the Scurvy Curve!",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/27/10 05:50 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1037,e6cdef6f475cce3023c5b715f8c9f110,First proper Hangover today: Good start to 2010.,0.0,0.293,0.707,0.4404,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/01/09 06:49 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1038,e6cdef6f475cce3023c5b715f8c9f110,"""Cows - The Natural Predators of the Dyslexics""",0.0,0.294,0.706,0.3612,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,09/24/09 09:19 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1039,e6cdef6f475cce3023c5b715f8c9f110,"There's no one like you. I can't wait for the nights with you. I imagine the things we'll do, I just wanna be loved by you. ?",0.077,0.224,0.699,0.6369,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/09/10 12:21 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1040,e6cdef6f475cce3023c5b715f8c9f110,Schoools out for... Winter?,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/05/10 09:36 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1041,e6cdef6f475cce3023c5b715f8c9f110,"DAMN YOU, JAM!!",0.621,0.0,0.379,-0.508,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,09/22/09 10:30 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1042,e6cdef6f475cce3023c5b715f8c9f110,The Toughest Decision of my life: Download or Sonisphere?,0.14,0.0,0.86,-0.0772,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/02/10 04:39 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1043,e6cdef6f475cce3023c5b715f8c9f110,*PROPNAME* is a sexy Marshmallow Beast.,0.0,0.459,0.541,0.5267,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/31/10 12:00 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1044,e6cdef6f475cce3023c5b715f8c9f110,Parent's Evening + Bomb Scare = Mucho Chaos.,0.771,0.0,0.229,-0.8779,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/01/10 09:56 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1045,e6cdef6f475cce3023c5b715f8c9f110,is afraid of getting raped in the woods by a bear in a clown suit.,0.277,0.0,0.723,-0.6808,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/17/10 11:57 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1046,e6cdef6f475cce3023c5b715f8c9f110,Woop! Booze Haul...,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/31/10 03:12 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1047,e6cdef6f475cce3023c5b715f8c9f110,"Meet *PROPNAME*, My imaginary Donkey.",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,09/19/09 09:53 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1048,e6cdef6f475cce3023c5b715f8c9f110,"I don't know how they did it, but Tom and Jerry have just managed to make Drowning Kittens in a sack, funny.",0.0,0.168,0.832,0.5927,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/16/10 09:37 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1049,e6cdef6f475cce3023c5b715f8c9f110,"""Welcome to your new, simplified home page."" How the fuck is it simplified? They've just piled all the shit possible onto to page...",0.115,0.23,0.656,0.5423,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/05/10 11:00 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1050,e6cdef6f475cce3023c5b715f8c9f110,"""Ah *PROPNAME*. Big Giant Robot Camels.""",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/12/10 06:47 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1051,e6cdef6f475cce3023c5b715f8c9f110,"""Wait, people weren?t the first mammals?"" *pauses* ""Oh, no, of course.  The dinosaurs were here before us!""",0.135,0.0,0.865,-0.3595,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/05/10 09:51 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1052,e6cdef6f475cce3023c5b715f8c9f110,?What?s ROFLMAO?! Is it ?Rolling Around With My Fist In My Arse???,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/05/10 09:51 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1053,e6cdef6f475cce3023c5b715f8c9f110,is Watching *PROPNAME* XY instead of doing the mass of Computing I have to do for tomorrow.,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/14/10 11:39 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1054,e6cdef6f475cce3023c5b715f8c9f110,Giraffe,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/07/10 02:14 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1055,e6cdef6f475cce3023c5b715f8c9f110,"""What's Normal?"", ""What's Home?"", ""What are Cows?""",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/31/10 12:13 AM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1056,e6cdef6f475cce3023c5b715f8c9f110,MAN THONG!!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,10/10/09 05:44 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1057,e6cdef6f475cce3023c5b715f8c9f110,"Fuck Yeah! Wales have won, and I quite enjoy the irony of celebrating with scotch.",0.188,0.508,0.304,0.8563,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/13/10 05:56 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1058,e6cdef6f475cce3023c5b715f8c9f110,"has Shiny, Greeny-Blue Hair! Fuck Yeah!",0.397,0.214,0.389,-0.4374,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/19/10 10:36 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1059,e6cdef6f475cce3023c5b715f8c9f110,Chocolate Fish!,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/13/10 08:17 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1060,e6cdef6f475cce3023c5b715f8c9f110,"Of all my 80,000,000 ancestors, one of them MUST be Winnie the Pooh.",0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/30/10 10:08 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1061,e6cdef6f475cce3023c5b715f8c9f110,My mouse is suicidal...,0.0,0.0,1.0,0.0,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/13/10 10:27 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1062,e6cdef6f475cce3023c5b715f8c9f110,Excellent. All of the new A7X album's Drums will be The *PROPNAME*'s Handiwork.,0.0,0.236,0.764,0.5719,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,01/28/10 11:53 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1063,e6cdef6f475cce3023c5b715f8c9f110,Mulan... Fuck Yeah! lol,0.357,0.54,0.102,0.2003,1.8,2.9,2.9,3.0,4.2,n,y,n,n,y,02/14/10 06:08 PM,89.0,3036.16,79.31,0.12,3452.0,0.45,0.43
1064,2badb47503a98766c89e266d1130969a,NYC on 8//18!!!!!!!!,0.0,0.0,1.0,0.0,3.55,2.3,3.65,4.65,4.6,n,n,y,y,y,08/15/09 05:06 PM,379.0,66420.9,93.22,0.03,69191.0,0.49,0.27
1065,2badb47503a98766c89e266d1130969a,My skull is way too sexy with his rabbit ears. His name is *PROPNAME* and was named after *PROPNAME* on Grey's Anatomy.,0.0,0.139,0.861,0.5267,3.55,2.3,3.65,4.65,4.6,n,n,y,y,y,09/07/09 03:12 PM,379.0,66420.9,93.22,0.03,69191.0,0.49,0.27
